%Y-%m-%d-;NYSE
1986-02-20;128
1986-02-21;129.41
1986-02-24;129.19
1986-02-25;128.91
1986-02-26;129.06
1986-02-27;130.53
1986-02-28;130.75
1986-03-03;130.09
1986-03-04;129.75
1986-03-05;129.63
1986-03-06;130.13
1986-03-07;130.38
1986-03-10;130.88
1986-03-11;133.59
1986-03-12;134.16
1986-03-13;134.47
1986-03-14;136.16
1986-03-17;135.06
1986-03-18;135.69
1986-03-19;135.56
1986-03-20;136.13
1986-03-21;134.81
1986-03-24;135.53
1986-03-25;135.22
1986-03-26;136.69
1986-03-27;137.69
1986-03-31;137.69
1986-04-01;135.88
1986-04-02;136.09
1986-04-03;134.41
1986-04-04;132.28
1986-04-07;132.06
1986-04-08;134.72
1986-04-09;135.03
1986-04-10;136.41
1986-04-11;136.22
1986-04-14;136.91
1986-04-15;137.13
1986-04-16;139.59
1986-04-17;140.09
1986-04-18;139.88
1986-04-21;141.06
1986-04-22;139.88
1986-04-23;139.34
1986-04-24;139.47
1986-04-25;139.53
1986-04-28;139.81
1986-04-29;138.41
1986-04-30;135.75
1986-05-01;135.47
1986-05-02;135.38
1986-05-05;136.91
1986-05-06;136.75
1986-05-07;136.09
1986-05-08;136.75
1986-05-09;137.13
1986-05-12;136.91
1986-05-13;136.34
1986-05-14;136.91
1986-05-15;135.28
1986-05-16;134.44
1986-05-19;134.59
1986-05-20;136.06
1986-05-21;135.75
1986-05-22;138.16
1986-05-23;138.88
1986-05-27;140.69
1986-05-28;141.72
1986-05-29;142.38
1986-05-30;142.06
1986-06-02;140.88
1986-06-03;141.03
1986-06-04;140.19
1986-06-05;140.94
1986-06-06;140.97
1986-06-09;138.03
1986-06-10;137.69
1986-06-11;138.59
1986-06-12;138.81
1986-06-13;141
1986-06-16;141.16
1986-06-17;140.38
1986-06-18;140.63
1986-06-19;140.19
1986-06-20;141.63
1986-06-23;140.69
1986-06-24;141.72
1986-06-25;142.75
1986-06-26;142.66
1986-06-27;143.19
1986-06-30;143.97
1986-07-01;144.68
1986-07-02;145.15
1986-07-03;144.67
1986-07-07;140.43
1986-07-08;138.72
1986-07-09;139.55
1986-07-10;139.68
1986-07-11;139.51
1986-07-14;137.27
1986-07-15;134.91
1986-07-16;135.62
1986-07-17;136.2
1986-07-18;136.35
1986-07-21;136.25
1986-07-22;137.38
1986-07-23;137.67
1986-07-24;137.25
1986-07-25;138.41
1986-07-28;136.11
1986-07-29;135.19
1986-07-30;136.09
1986-07-31;135.89
1986-08-01;135.29
1986-08-04;135.65
1986-08-05;136.29
1986-08-06;136.19
1986-08-07;136.42
1986-08-08;136.41
1986-08-11;138.45
1986-08-12;140.02
1986-08-13;141.33
1986-08-14;141.79
1986-08-15;142.22
1986-08-18;142.32
1986-08-19;141.91
1986-08-20;143.64
1986-08-21;143.61
1986-08-22;143.88
1986-08-25;142.66
1986-08-26;145.16
1986-08-27;145.41
1986-08-28;145.24
1986-08-29;145.32
1986-09-02;143.12
1986-09-03;143.74
1986-09-04;145.75
1986-09-05;143.89
1986-09-08;142.42
1986-09-09;142.07
1986-09-10;141.62
1986-09-11;135.25
1986-09-12;132.81
1986-09-15;133.38
1986-09-16;133.21
1986-09-17;133.45
1986-09-18;133.65
1986-09-19;133.49
1986-09-22;135.05
1986-09-23;135.6
1986-09-24;136.06
1986-09-25;133.77
1986-09-26;133.94
1986-09-29;132.61
1986-09-30;133.44
1986-10-01;134.69
1986-10-02;134.89
1986-10-03;134.81
1986-10-06;135.32
1986-10-07;135.14
1986-10-08;136.29
1986-10-09;135.9
1986-10-10;135.7
1986-10-13;135.89
1986-10-14;135.55
1986-10-15;137.36
1986-10-16;137.82
1986-10-17;137.48
1986-10-20;136.02
1986-10-21;135.99
1986-10-22;136.18
1986-10-23;137.76
1986-10-24;137.28
1986-10-27;137.58
1986-10-28;137.89
1986-10-29;138.8
1986-10-30;140.26
1986-10-31;140.42
1986-11-03;141.37
1986-11-04;141.6
1986-11-05;141.91
1986-11-06;141.55
1986-11-07;141.5
1986-11-10;141.71
1986-11-11;142.14
1986-11-12;141.89
1986-11-13;140.03
1986-11-14;140.72
1986-11-17;139.9
1986-11-18;136.48
1986-11-19;136.62
1986-11-20;139.02
1986-11-21;140.94
1986-11-24;141.69
1986-11-25;142.05
1986-11-26;142.33
1986-11-28;142.57
1986-12-01;142.39
1986-12-02;145.09
1986-12-03;145.05
1986-12-04;144.68
1986-12-05;143.69
1986-12-08;143.59
1986-12-09;142.57
1986-12-10;143.46
1986-12-11;142.02
1986-12-12;141.53
1986-12-15;141.87
1986-12-16;142.87
1986-12-17;141.56
1986-12-18;141.1
1986-12-19;142.65
1986-12-22;142.02
1986-12-23;140.72
1986-12-24;141
1986-12-26;141.14
1986-12-29;139.89
1986-12-30;139.12
1986-12-31;138.58
1987-01-02;141.01
1987-01-05;144.39
1987-01-06;144.81
1987-01-07;146.43
1987-01-08;147.55
1987-01-09;148.39
1987-01-12;149.31
1987-01-13;149.14
1987-01-14;150.58
1987-01-15;152.09
1987-01-16;152.19
1987-01-19;153.71
1987-01-20;153.62
1987-01-21;152.9
1987-01-22;155.97
1987-01-23;154.02
1987-01-26;153.63
1987-01-27;155.85
1987-01-28;156.72
1987-01-29;156.19
1987-01-30;156.11
1987-02-02;157.45
1987-02-03;157.28
1987-02-04;159.31
1987-02-05;160.36
1987-02-06;159.93
1987-02-09;158.83
1987-02-10;157.18
1987-02-11;158.47
1987-02-12;157.58
1987-02-13;159.56
1987-02-17;162.48
1987-02-18;162.56
1987-02-19;162.76
1987-02-20;162.82
1987-02-23;161.12
1987-02-24;161.38
1987-02-25;161.97
1987-02-26;161.41
1987-02-27;162.01
1987-03-02;161.59
1987-03-03;162.16
1987-03-04;164.41
1987-03-05;165.41
1987-03-06;165.45
1987-03-09;164.25
1987-03-10;165.57
1987-03-11;165.39
1987-03-12;165.96
1987-03-13;165.31
1987-03-16;164.34
1987-03-17;166.41
1987-03-18;166.64
1987-03-19;167.28
1987-03-20;169.37
1987-03-23;170.83
1987-03-24;171.08
1987-03-25;170.5
1987-03-26;170.77
1987-03-27;168.37
1987-03-30;164.56
1987-03-31;165.89
1987-04-01;166.04
1987-04-02;166.76
1987-04-03;170.2
1987-04-06;170.96
1987-04-07;168.35
1987-04-08;168.51
1987-04-09;166.09
1987-04-10;165.72
1987-04-13;162.14
1987-04-14;158.31
1987-04-15;161.03
1987-04-16;162.59
1987-04-20;162.19
1987-04-21;165.5
1987-04-22;162.55
1987-04-23;162.23
1987-04-24;159.37
1987-04-27;159.27
1987-04-28;159.8
1987-04-29;160.94
1987-04-30;162.86
1987-05-01;162.64
1987-05-04;163.22
1987-05-05;166.34
1987-05-06;166.47
1987-05-07;166.13
1987-05-08;165.49
1987-05-11;164.69
1987-05-12;165.39
1987-05-13;165.7
1987-05-14;165.76
1987-05-15;162.25
1987-05-18;161.45
1987-05-19;157.93
1987-05-20;157.02
1987-05-21;158.07
1987-05-22;159.06
1987-05-26;162.72
1987-05-27;162.64
1987-05-28;163.61
1987-05-29;163.48
1987-06-01;163.48
1987-06-02;162.77
1987-06-03;165.27
1987-06-04;166.16
1987-06-05;165.49
1987-06-08;167.13
1987-06-09;167.38
1987-06-10;167.53
1987-06-11;168.24
1987-06-12;169.85
1987-06-15;170.6
1987-06-16;171.35
1987-06-17;171.44
1987-06-18;171.84
1987-06-19;172.53
1987-06-22;173.77
1987-06-23;173.22
1987-06-24;172.4
1987-06-25;173.55
1987-06-26;172.67
1987-06-29;172.99
1987-06-30;171.07
1987-07-01;170.52
1987-07-02;171.83
1987-07-06;171.55
1987-07-07;172.89
1987-07-08;173.42
1987-07-09;173.15
1987-07-10;173.57
1987-07-13;173.18
1987-07-14;174.67
1987-07-15;174.58
1987-07-16;175.7
1987-07-17;176.67
1987-07-20;175.08
1987-07-21;173.59
1987-07-22;173.45
1987-07-23;173.03
1987-07-24;173.7
1987-07-27;174.47
1987-07-28;175.24
1987-07-29;177
1987-07-30;178.32
1987-07-31;178.64
1987-08-03;178.07
1987-08-04;177.39
1987-08-05;178.54
1987-08-06;180.37
1987-08-07;180.87
1987-08-10;183.45
1987-08-11;186.13
1987-08-12;185.7
1987-08-13;186.95
1987-08-14;186.69
1987-08-17;186.76
1987-08-18;184.12
1987-08-19;184.36
1987-08-20;187.04
1987-08-21;187.51
1987-08-24;186.27
1987-08-25;187.99
1987-08-26;186.94
1987-08-27;185.26
1987-08-28;182.99
1987-08-31;184.46
1987-09-01;181.21
1987-09-02;180.12
1987-09-03;179.34
1987-09-04;177.58
1987-09-08;175.99
1987-09-09;175.79
1987-09-10;177.47
1987-09-11;180.02
1987-09-14;180.54
1987-09-15;177.98
1987-09-16;176.51
1987-09-17;176.48
1987-09-18;176.36
1987-09-21;174.25
1987-09-22;178.47
1987-09-23;179.93
1987-09-24;178.86
1987-09-25;179.14
1987-09-28;180.75
1987-09-29;180.06
1987-09-30;180.24
1987-10-01;182.97
1987-10-02;183.43
1987-10-05;183.44
1987-10-06;178.98
1987-10-07;178.55
1987-10-08;176.32
1987-10-09;174.64
1987-10-12;173.52
1987-10-13;176.02
1987-10-14;171.26
1987-10-15;167.45
1987-10-16;159.13
1987-10-19;128.62
1987-10-20;133.04
1987-10-21;145.02
1987-10-22;139.45
1987-10-23;139.22
1987-10-26;127.88
1987-10-27;130.51
1987-10-28;130.31
1987-10-29;136.28
1987-10-30;140.8
1987-11-02;142.74
1987-11-03;140.11
1987-11-04;139.11
1987-11-05;141.81
1987-11-06;140.04
1987-11-09;136.35
1987-11-10;134.06
1987-11-11;135.46
1987-11-12;138.88
1987-11-13;137.6
1987-11-16;138.16
1987-11-17;136.21
1987-11-18;137.58
1987-11-19;134.72
1987-11-20;135.56
1987-11-23;136.13
1987-11-24;137.93
1987-11-25;136.9
1987-11-27;135.16
1987-11-30;129.69
1987-12-01;130.5
1987-12-02;131.21
1987-12-03;127.01
1987-12-04;125.91
1987-12-07;128.23
1987-12-08;131.42
1987-12-09;133.56
1987-12-10;131.07
1987-12-11;131.79
1987-12-14;135.26
1987-12-15;135.61
1987-12-16;138.34
1987-12-17;136.02
1987-12-18;139.15
1987-12-21;139.49
1987-12-22;139.54
1987-12-23;141.36
1987-12-24;140.85
1987-12-28;137.5
1987-12-29;136.84
1987-12-30;138.52
1987-12-31;138.23
1988-01-04;142.9
1988-01-05;144.54
1988-01-06;144.82
1988-01-07;145.89
1988-01-08;137.03
1988-01-11;138.81
1988-01-12;137.74
1988-01-13;137.95
1988-01-14;137.97
1988-01-15;141.16
1988-01-18;141.24
1988-01-19;140.13
1988-01-20;136.72
1988-01-21;136.97
1988-01-22;138.69
1988-01-25;141.51
1988-01-26;140.26
1988-01-27;140.23
1988-01-28;142.22
1988-01-29;144.13
1988-02-01;143.33
1988-02-02;143.61
1988-02-03;141.97
1988-02-04;141.89
1988-02-05;141.35
1988-02-08;140.34
1988-02-09;141.63
1988-02-10;144.24
1988-02-11;143.99
1988-02-12;144.86
1988-02-16;145.96
1988-02-17;145.72
1988-02-18;145.14
1988-02-19;146.96
1988-02-22;148.96
1988-02-23;148.73
1988-02-24;148.54
1988-02-25;147.3
1988-02-26;147.7
1988-02-29;150.46
1988-03-01;150.18
1988-03-02;150.68
1988-03-03;150.7
1988-03-04;150.43
1988-03-07;150.53
1988-03-08;151.62
1988-03-09;151.48
1988-03-10;148.92
1988-03-11;149.45
1988-03-14;150.06
1988-03-15;149.99
1988-03-16;151.28
1988-03-17;152.68
1988-03-18;152.65
1988-03-21;151.47
1988-03-22;151.52
1988-03-23;151.82
1988-03-24;149
1988-03-27;146.58
1988-03-28;146.11
1988-03-29;147.22
1988-03-30;146.22
1988-03-31;146.6
1988-04-04;145.17
1988-04-05;146.29
1988-04-06;149.76
1988-04-07;150.28
1988-04-08;152.03
1988-04-11;152.47
1988-04-12;153.19
1988-04-13;153.2
1988-04-14;147.14
1988-04-15;147
1988-04-18;146.77
1988-04-19;146.17
1988-04-20;145.13
1988-04-21;145.24
1988-04-22;147.03
1988-04-25;148.21
1988-04-26;148.93
1988-04-27;148.94
1988-04-28;148.33
1988-04-29;147.87
1988-05-02;147.83
1988-05-03;148.57
1988-05-04;147.3
1988-05-05;146.51
1988-05-06;145.88
1988-05-09;145.28
1988-05-10;145.75
1988-05-11;143.48
1988-05-12;143.78
1988-05-13;145.3
1988-05-16;146.21
1988-05-17;144.65
1988-05-18;142.51
1988-05-19;143.01
1988-05-20;143.3
1988-05-23;142.21
1988-05-24;143.53
1988-05-25;143.77
1988-05-26;144.23
1988-05-27;143.66
1988-05-31;148.04
1988-06-01;150.34
1988-06-02;149.67
1988-06-03;150.31
1988-06-06;150.55
1988-06-07;149.68
1988-06-08;152.87
1988-06-09;152.36
1988-06-10;152.89
1988-06-13;153.02
1988-06-14;154.52
1988-06-15;154.67
1988-06-16;152.44
1988-06-17;152.84
1988-06-20;151.96
1988-06-21;153.29
1988-06-22;155.35
1988-06-23;155.03
1988-06-24;154.56
1988-06-27;152.22
1988-06-28;153.77
1988-06-29;153.13
1988-06-30;154.47
1988-07-01;153.68
1988-07-05;155.57
1988-07-06;153.76
1988-07-07;153.62
1988-07-08;152.81
1988-07-11;153.02
1988-07-12;151.62
1988-07-13;152.27
1988-07-14;152.76
1988-07-15;153.65
1988-07-18;152.83
1988-07-19;151.8
1988-07-20;152.56
1988-07-21;150.9
1988-07-22;149.25
1988-07-25;149.74
1988-07-26;150.03
1988-07-27;148.74
1988-07-28;150.4
1988-07-29;153.35
1988-08-01;153.52
1988-08-02;153.54
1988-08-03;154.03
1988-08-04;153.55
1988-08-05;153.09
1988-08-08;152.52
1988-08-09;150.66
1988-08-10;148.23
1988-08-11;148.6
1988-08-12;148.53
1988-08-15;146.58
1988-08-16;147.49
1988-08-17;147.64
1988-08-18;147.81
1988-08-19;147.54
1988-08-22;145.94
1988-08-23;145.94
1988-08-24;147.93
1988-08-25;146.94
1988-08-26;147.24
1988-08-29;148.55
1988-08-30;148.66
1988-08-31;148.29
1988-09-01;146.68
1988-09-02;149.66
1988-09-06;150.2
1988-09-07;150.38
1988-09-08;150.46
1988-09-09;150.84
1988-09-12;150.63
1988-09-13;151.15
1988-09-14;152.13
1988-09-15;151.6
1988-09-16;152.79
1988-09-19;151.92
1988-09-20;152.44
1988-09-21;152.64
1988-09-22;152.08
1988-09-23;152.38
1988-09-26;151.96
1988-09-27;151.64
1988-09-28;152.03
1988-09-29;153.78
1988-09-30;153.57
1988-10-03;153.23
1988-10-04;152.93
1988-10-05;153.62
1988-10-06;153.93
1988-10-07;156.81
1988-10-10;156.96
1988-10-11;156.77
1988-10-12;154.77
1988-10-13;155.34
1988-10-14;155.46
1988-10-17;155.87
1988-10-18;157.32
1988-10-19;156.18
1988-10-20;159.01
1988-10-21;159.42
1988-10-24;158.85
1988-10-25;158.87
1988-10-26;158.37
1988-10-27;156.17
1988-10-28;156.79
1988-10-31;156.94
1988-11-01;156.98
1988-11-02;157
1988-11-03;157.08
1988-11-04;155.7
1988-11-07;154.28
1988-11-08;154.84
1988-11-09;153.92
1988-11-10;154.09
1988-11-11;151.24
1988-11-14;151.04
1988-11-15;151.33
1988-11-16;148.96
1988-11-17;149.24
1988-11-18;150.18
1988-11-21;150.1
1988-11-22;150.55
1988-11-23;151.41
1988-11-25;150.63
1988-11-28;151.25
1988-11-29;152.43
1988-11-30;153.9
1988-12-01;153.37
1988-12-02;153.02
1988-12-05;154.48
1988-12-06;155.78
1988-12-07;156.14
1988-12-08;155.37
1988-12-09;155.59
1988-12-12;155.34
1988-12-13;155.24
1988-12-14;154.72
1988-12-15;154.17
1988-12-16;155.16
1988-12-19;156.38
1988-12-20;155.74
1988-12-21;155.73
1988-12-22;155.5
1988-12-23;156.06
1988-12-27;155.58
1988-12-28;155.81
1988-12-29;156.9
1988-12-30;156.26
1989-01-03;154.98
1989-01-04;157.06
1989-01-05;157.49
1989-01-06;157.96
1989-01-09;158.15
1989-01-10;157.85
1989-01-11;158.65
1989-01-12;159.26
1989-01-13;159.58
1989-01-16;159.78
1989-01-17;159.48
1989-01-18;161.01
1989-01-19;161.25
1989-01-20;161.16
1989-01-23;160.13
1989-01-24;161.99
1989-01-25;162.33
1989-01-26;163.6
1989-01-27;164.78
1989-01-30;165.36
1989-01-31;166.63
1989-02-01;166.47
1989-02-02;166.35
1989-02-03;166.5
1989-02-06;166.19
1989-02-07;168.02
1989-02-08;167.69
1989-02-09;166.13
1989-02-10;164.01
1989-02-13;164.15
1989-02-14;163.94
1989-02-15;165.21
1989-02-16;165.51
1989-02-17;166.45
1989-02-21;166.06
1989-02-22;163.55
1989-02-23;164.09
1989-02-24;161.72
1989-02-27;161.95
1989-02-28;162.49
1989-03-01;161.74
1989-03-02;163.21
1989-03-03;163.9
1989-03-06;165.63
1989-03-07;165.28
1989-03-08;165.45
1989-03-09;165.36
1989-03-10;164.85
1989-03-13;166
1989-03-14;165.93
1989-03-15;166.67
1989-03-16;168.1
1989-03-17;164.66
1989-03-20;163.13
1989-03-21;163.8
1989-03-22;163.41
1989-03-23;162.64
1989-03-27;163.32
1989-03-28;163.88
1989-03-29;164.25
1989-03-30;164.38
1989-03-31;165.63
1989-04-03;166.43
1989-04-04;165.95
1989-04-05;166.45
1989-04-06;166.02
1989-04-07;166.93
1989-04-10;166.89
1989-04-11;167.58
1989-04-12;167.54
1989-04-13;166.54
1989-04-14;168.89
1989-04-17;169.05
1989-04-18;171.13
1989-04-19;171.7
1989-04-20;171.3
1989-04-21;172.9
1989-04-24;172.49
1989-04-25;171.6
1989-04-26;171.75
1989-04-27;173.06
1989-04-28;173.13
1989-05-01;172.82
1989-05-02;172.37
1989-05-03;172.35
1989-05-04;172.21
1989-05-05;172.14
1989-05-08;171.26
1989-05-09;170.8
1989-05-10;171.13
1989-05-11;171.71
1989-05-12;175.13
1989-05-15;176.25
1989-05-16;175.92
1989-05-17;176.98
1989-05-18;177.29
1989-05-19;178.92
1989-05-22;179.35
1989-05-23;177.61
1989-05-24;177.97
1989-05-25;178.05
1989-05-26;179.31
1989-05-30;178.11
1989-05-31;178.85
1989-06-01;179.63
1989-06-02;181.49
1989-06-05;179.89
1989-06-06;180.93
1989-06-07;182.34
1989-06-08;182.39
1989-06-09;182.37
1989-06-12;182.12
1989-06-13;180.94
1989-06-14;180.83
1989-06-15;178.97
1989-06-16;179.59
1989-06-19;179.79
1989-06-20;179.49
1989-06-21;179.18
1989-06-22;180.05
1989-06-23;182.86
1989-06-26;182.2
1989-06-27;183.18
1989-06-28;181.87
1989-06-29;178.75
1989-06-30;177.9
1989-07-03;178.51
1989-07-05;179.25
1989-07-06;179.02
1989-07-07;181.56
1989-07-10;182.7
1989-07-11;183.62
1989-07-12;184.15
1989-07-13;184.31
1989-07-14;185.06
1989-07-17;185.37
1989-07-18;184.91
1989-07-19;187.1
1989-07-20;186.11
1989-07-21;187.15
1989-07-24;186.03
1989-07-25;186.1
1989-07-26;188.14
1989-07-27;190.22
1989-07-28;190.38
1989-07-30;192.41
1989-08-01;191.38
1989-08-02;191.78
1989-08-03;192.09
1989-08-04;191.64
1989-08-07;194.19
1989-08-08;194.23
1989-08-09;193.2
1989-08-10;193.97
1989-08-11;192.27
1989-08-14;191.37
1989-08-15;192.08
1989-08-16;192.64
1989-08-17;191.95
1989-08-18;192.64
1989-08-21;189.97
1989-08-22;190.11
1989-08-23;191.84
1989-08-24;195.29
1989-08-25;194.79
1989-08-28;195.45
1989-08-29;194.47
1989-08-30;194.91
1989-08-31;195.27
1989-09-01;196.37
1989-09-05;195.84
1989-09-06;194.18
1989-09-07;193.78
1989-09-08;193.95
1989-09-11;193.3
1989-09-12;193.29
1989-09-13;192.29
1989-09-14;190.95
1989-09-15;191.59
1989-09-18;192.43
1989-09-19;192.46
1989-09-20;192.45
1989-09-21;192.16
1989-09-22;192.73
1989-09-25;191.28
1989-09-26;191.47
1989-09-27;191.82
1989-09-28;193.55
1989-09-29;193.97
1989-10-02;194.9
1989-10-03;196.84
1989-10-04;197.98
1989-10-05;198.05
1989-10-06;198.94
1989-10-09;199.34
1989-10-10;199
1989-10-11;197.81
1989-10-12;196.98
1989-10-13;185.56
1989-10-16;189.76
1989-10-17;188.89
1989-10-18;189.32
1989-10-19;192.17
1989-10-20;192.12
1989-10-23;190.9
1989-10-24;190.05
1989-10-25;189.52
1989-10-26;187.22
1989-10-27;185.6
1989-10-30;185.59
1989-10-31;188.24
1989-11-01;188.84
1989-11-02;187.64
1989-11-03;187.28
1989-11-06;184.77
1989-11-07;185.74
1989-11-08;187.48
1989-11-09;185.75
1989-11-10;187.9
1989-11-13;188.22
1989-11-14;187.51
1989-11-15;188.76
1989-11-16;188.75
1989-11-17;189.28
1989-11-20;188.03
1989-11-21;188.05
1989-11-22;189.21
1989-11-24;190.29
1989-11-27;191.13
1989-11-28;191.34
1989-11-29;190.25
1989-11-30;191.3
1989-12-01;193.66
1989-12-04;194.07
1989-12-05;193.19
1989-12-06;192.82
1989-12-07;192.38
1989-12-08;192.92
1989-12-11;192.83
1989-12-12;194.44
1989-12-13;195.01
1989-12-14;193.01
1989-12-15;193.45
1989-12-18;190.17
1989-12-19;189.4
1989-12-20;189.54
1989-12-21;190.5
1989-12-22;191.95
1989-12-26;191.72
1989-12-27;192.69
1989-12-28;193.59
1989-12-29;195.04
1990-01-02;198
1990-01-03;197.8
1990-01-04;196.29
1990-01-05;194.64
1990-01-08;195.33
1990-01-09;193.35
1990-01-10;192.12
1990-01-11;192.78
1990-01-12;188.32
1990-01-15;186.71
1990-01-16;188.37
1990-01-17;186.86
1990-01-18;187.07
1990-01-19;187.56
1990-01-22;183.2
1990-01-23;183.6
1990-01-24;182.64
1990-01-25;180.61
1990-01-26;180.21
1990-01-29;179.73
1990-01-30;178.43
1990-01-31;181.5
1990-02-01;181.52
1990-02-02;182.75
1990-02-05;183.35
1990-02-06;182.33
1990-02-07;184.31
1990-02-08;184.09
1990-02-09;184.39
1990-02-12;182.55
1990-02-13;182.85
1990-02-14;183.21
1990-02-15;184.7
1990-02-16;183.75
1990-02-20;181.37
1990-02-21;181.07
1990-02-22;180.28
1990-02-23;179.35
1990-02-26;181.26
1990-02-27;182.16
1990-02-28;183.07
1990-03-01;183.52
1990-03-02;184.97
1990-03-05;184.15
1990-03-06;186.17
1990-03-07;185.77
1990-03-08;187.35
1990-03-09;186.18
1990-03-12;186.51
1990-03-13;185.25
1990-03-14;185.68
1990-03-15;186.2
1990-03-16;187.92
1990-03-19;188.66
1990-03-20;187.71
1990-03-21;186.82
1990-03-22;184.7
1990-03-23;185.45
1990-03-26;185.6
1990-03-27;187.4
1990-03-28;187.77
1990-03-29;187.17
1990-03-30;186.85
1990-04-02;186.08
1990-04-03;188.55
1990-04-04;187.31
1990-04-05;187.15
1990-04-06;186.78
1990-04-09;187.35
1990-04-10;187.63
1990-04-11;187.57
1990-04-12;188.8
1990-04-16;188.94
1990-04-17;188.91
1990-04-18;186.93
1990-04-19;185.57
1990-04-20;184.06
1990-04-23;181.93
1990-04-24;181.51
1990-04-25;182.3
1990-04-26;182.66
1990-04-27;180.74
1990-04-30;181.49
1990-05-01;182.22
1990-05-02;183.34
1990-05-03;183.97
1990-05-04;185.38
1990-05-07;186.45
1990-05-08;187.11
1990-05-09;187.49
1990-05-10;188.14
1990-05-11;192.24
1990-05-14;193.65
1990-05-15;193.31
1990-05-16;193.14
1990-05-17;193.49
1990-05-18;193.55
1990-05-21;195.28
1990-05-22;195.58
1990-05-23;195.85
1990-05-24;195.47
1990-05-25;193.71
1990-05-29;196.57
1990-05-30;196.75
1990-05-31;196.94
1990-06-01;198.03
1990-06-04;200.21
1990-06-05;199.93
1990-06-06;199.15
1990-06-07;198.21
1990-06-08;196.05
1990-06-11;197.42
1990-06-12;199.66
1990-06-13;199
1990-06-14;197.98
1990-06-15;197.86
1990-06-18;194.93
1990-06-19;195.61
1990-06-20;195.84
1990-06-21;196.49
1990-06-22;194.24
1990-06-25;192.6
1990-06-26;192.47
1990-06-27;193.87
1990-06-28;195.18
1990-06-29;195.48
1990-07-02;196.22
1990-07-03;196.61
1990-07-05;194.45
1990-07-06;195.78
1990-07-09;196.23
1990-07-10;194.76
1990-07-11;197.11
1990-07-12;199.32
1990-07-13;200.33
1990-07-16;201.13
1990-07-17;200.49
1990-07-18;199.83
1990-07-19;199.38
1990-07-20;197.65
1990-07-23;194.22
1990-07-24;194.45
1990-07-25;195.1
1990-07-26;194.55
1990-07-27;193.32
1990-07-30;194.18
1990-07-31;194.6
1990-08-01;194.38
1990-08-02;192.36
1990-08-03;188.82
1990-08-06;183.32
1990-08-07;183.45
1990-08-08;185.4
1990-08-09;186.24
1990-08-10;184.15
1990-08-13;185.63
1990-08-14;186.1
1990-08-15;186.54
1990-08-16;182.73
1990-08-17;180.19
1990-08-20;180.42
1990-08-21;176.94
1990-08-22;174.22
1990-08-23;168.88
1990-08-24;171.05
1990-08-27;176.18
1990-08-28;176.26
1990-08-29;177.78
1990-08-30;175.23
1990-08-31;176.97
1990-09-04;177.13
1990-09-05;177.93
1990-09-06;176.06
1990-09-07;177.51
1990-09-10;176.7
1990-09-11;176.39
1990-09-12;177.09
1990-09-13;175.16
1990-09-14;174.15
1990-09-17;174.62
1990-09-18;174.88
1990-09-19;173.91
1990-09-20;171.22
1990-09-21;171.03
1990-09-24;167.51
1990-09-25;169.2
1990-09-26;167.52
1990-09-27;165.36
1990-09-28;167.85
1990-10-01;172.22
1990-10-02;172.59
1990-10-03;170.8
1990-10-04;171.33
1990-10-05;170.7
1990-10-08;171.65
1990-10-09;167.41
1990-10-10;164.97
1990-10-11;162.2
1990-10-12;164.42
1990-10-15;165.84
1990-10-16;163.64
1990-10-17;163.59
1990-10-18;167.05
1990-10-19;170.4
1990-10-22;171.52
1990-10-23;170.5
1990-10-24;170.6
1990-10-25;169.51
1990-10-26;166.71
1990-10-29;165.24
1990-10-30;166.08
1990-10-31;166.17
1990-11-01;167.59
1990-11-02;170.07
1990-11-05;171.49
1990-11-06;170.21
1990-11-07;167.47
1990-11-08;168.14
1990-11-09;171.17
1990-11-12;174.07
1990-11-13;173.31
1990-11-14;174.68
1990-11-15;173.12
1990-11-16;173.3
1990-11-19;174.34
1990-11-20;172.48
1990-11-21;172.73
1990-11-23;172.39
1990-11-26;172.96
1990-11-27;173.87
1990-11-28;173.91
1990-11-29;173.14
1990-11-30;176.06
1990-12-03;177.07
1990-12-04;178.19
1990-12-05;180.11
1990-12-06;179.71
1990-12-07;179.07
1990-12-10;179.58
1990-12-11;178.42
1990-12-12;180.25
1990-12-13;180.06
1990-12-14;178.71
1990-12-17;178.22
1990-12-18;180.19
1990-12-19;180.35
1990-12-20;180.32
1990-12-21;180.87
1990-12-24;180.01
1990-12-26;180.6
1990-12-27;179.48
1990-12-28;179.65
1990-12-31;180.49
1991-01-02;178.62
1991-01-03;176.41
1991-01-04;175.95
1991-01-07;173.07
1991-01-08;172.61
1991-01-09;170.97
1991-01-10;172.43
1991-01-11;172.78
1991-01-14;171.21
1991-01-15;171.7
1991-01-16;173
1991-01-17;178.98
1991-01-18;180.87
1991-01-21;180.38
1991-01-22;179.2
1991-01-23;180.16
1991-01-24;182.64
1991-01-25;183.38
1991-01-28;183.47
1991-01-29;183.37
1991-01-30;186.02
1991-01-31;187.59
1991-02-01;187.4
1991-02-04;190.28
1991-02-05;191.89
1991-02-06;195.38
1991-02-07;194.74
1991-02-08;196.1
1991-02-11;200.85
1991-02-12;199.43
1991-02-13;201.18
1991-02-14;198.92
1991-02-15;201.29
1991-02-19;201.4
1991-02-20;199.26
1991-02-21;199.27
1991-02-22;199.65
1991-02-25;200.5
1991-02-26;198.22
1991-02-27;200.74
1991-02-28;200.7
1991-03-01;202.39
1991-03-04;202.08
