XDATE;DELAY;CONTRIBUTOR;BID;ASK;FLAG
199706110906;00;CTRD;+23.800;+23.900;0
199706110908;00;CHIC;+23.840;+23.940;0
199706110909;00;SCFE;+23.800;+23.900;0
199706110915;00;NWBO;+23.850;+23.859;0
199706110921;00;HKBK;+23.820;+23.920;0
199706110928;00;AIGH;+23.900;+24.000;0
199706110932;00;CHIC;+23.820;+23.920;0
199706110940;00;AIGH;+23.880;+23.980;0
199706110942;00;AIGH;+23.900;+24.000;0
199706110945;00;SCFE;+23.840;+23.940;0
199706111004;00;AIGH;+23.880;+23.980;0
199706111009;00;SCFE;+23.830;+23.930;0
199706111009;00;SCFE;+23.840;+23.940;0
199706111039;00;SCFE;+23.800;+23.900;0
199706111113;00;SCFE;+23.740;+23.840;0
199706111119;00;SCFE;+23.720;+23.820;0
199706111136;00;SCFE;+23.750;+23.850;0
199706111137;00;AIGH;+23.800;+23.900;0
199706111208;00;SCFE;+23.740;+23.840;0
199706111218;00;SCFE;+23.750;+23.758;0
199706111218;00;SCFE;+23.750;+23.850;0
199706111218;00;SCFE;+23.740;+23.840;0
199706111219;00;BGFX;+23.740;+23.840;0
199706111224;00;SCFE;+23.730;+23.830;0
199706111231;00;SCFE;+23.750;+23.850;0
199706111245;00;EMFY;+23.750;+23.850;0
199706111249;00;AIGH;+23.850;+23.950;0
199706111256;00;CHIC;+23.840;+23.940;0
199706111303;00;AIGH;+23.900;+24.000;0
199706111306;00;SCFE;+23.830;+23.930;0
199706111307;00;AIGH;+23.900;+23.950;0
199706111310;00;EMFY;+23.870;+23.920;0
199706111331;00;SCFE;+23.840;+23.940;0
199706111331;00;SCFE;+23.830;+23.930;0
199706111343;00;AIGH;+23.870;+23.970;0
199706111344;00;AIGH;+23.900;+24.000;0
199706111359;00;SCFE;+23.850;+23.950;0
199706111406;00;AIGH;+23.930;+24.000;0
199706111406;00;CBAX;+23.800;+24.000;0
199706111414;00;EMFY;+23.850;+23.950;0
199706111636;00;SCEX;+23.750;+23.850;0
199706111739;00;BBNF;+23.800;+23.900;0
199706111835;00;SCEX;+23.770;+23.870;0
199706112053;00;SCEX;+23.720;+23.820;0
199706112117;00;ANZM;+23.700;+23.800;0
199706112215;01;ANZM;+23.750;+23.850;0
199706112258;00;CBAP;+23.850;+23.950;0
199706112307;00;ANZM;+23.760;+23.860;0
199706112337;00;MBRC;+23.800;+23.900;0
199706120020;00;ANZM;+23.700;+23.800;0
199706120037;00;ANZS;+23.700;+23.800;0
199706120045;00;GBNP;+23.700;+23.800;0
199706120046;00;GBNP;+23.650;+23.750;0
199706120048;00;MBRC;+23.650;+23.750;0
199706120103;00;CHAB;+25.720;+25.740;0
199706120114;00;HKBK;+25.700;+25.800;0
199706120117;00;HKBK;+23.700;+23.800;0
199706120145;00;CTBT;+25.727;+25.737;0
199706120154;00;HKBK;+23.710;+23.810;0
199706120205;04;AIGH;+23.800;+23.900;0
199706120207;02;AIGH;+23.850;+23.950;0
199706120212;00;AIGH;+23.950;+24.050;0
199706120213;00;ABNP;+25.740;+25.760;0
199706120231;00;BBLT;+25.740;+25.750;0
199706120244;00;AIGH;+24.000;+24.100;0
199706120255;00;TDBB;+25.735;+25.755;0
199706120256;00;INBT;+25.740;+25.750;0
199706120316;00;AIGH;+24.050;+24.150;0
199706120322;00;MBRC;+24.000;+24.100;0
199706120336;00;MLMA;+24.000;+24.100;0
199706120339;00;ABNP;+25.755;+25.775;0
199706120342;00;BOAT;+25.780;+25.805;0
199706120347;00;HSBK;+25.740;+25.760;0
199706120348;00;CTBT;+25.750;+25.770;0
199706120349;00;CTBT;+25.750;+25.765;0
199706120350;00;CTBT;+25.755;+25.770;0
199706120351;00;TDBB;+25.750;+25.780;0
199706120352;00;SCBK;+25.770;+25.790;0
199706120355;00;MBRC;+23.970;+24.070;0
199706120357;00;BBLT;+25.755;+25.775;0
199706120405;00;ANZM;+24.000;+24.100;0
199706120419;00;AIGH;+24.020;+24.120;0
199706120435;00;AIGH;+24.040;+24.140;0
199706120437;00;MBRC;+24.000;+24.100;0
199706120440;00;AIGH;+24.050;+24.150;0
199706120500;00;HKBK;+24.050;+24.150;0
199706120509;00;MBRC;+24.010;+24.110;0
199706120523;00;AIGH;+24.050;+24.140;0
199706120523;00;AIGH;+24.050;+24.150;0
199706120528;00;ANZM;+24.010;+24.060;0
199706120538;00;ANZS;+24.010;+24.060;0
199706120600;00;EMFY;+24.010;+24.060;0
199706120614;00;CHIC;+24.020;+24.120;0
199706120625;00;ANZM;+23.980;+24.080;0
199706120627;00;EMFY;+24.020;+24.120;0
199706120627;00;BGFX;+23.980;+24.080;0
199706120628;00;GBNP;+23.900;+24.000;0
199706120629;00;SCFE;+23.970;+24.070;0
199706120630;00;NWBO;+23.970;+23.970;0
199706120630;00;BGFX;+23.920;+24.020;0
199706120635;00;CTBT;+25.750;+25.765;0
199706120640;00;SCFE;+23.980;+24.080;0
199706120654;00;INBT;+25.750;+25.780;0
199706120657;01;INDS;+23.907;+24.007;0
199706120658;00;INDS;+24.007;+24.107;0
199706120658;00;INDS;+24.000;+24.100;0
199706120703;00;HKBK;+24.080;+24.180;0
199706120704;00;HKBK;+24.100;+24.200;0
199706120712;00;TDBB;+25.760;+25.790;0
199706120716;00;HKBK;+24.040;+24.140;0
199706120720;00;HKBK;+24.100;+24.200;0
199706120723;01;EMFY;+24.120;+24.220;0
199706120724;00;EMFY;+24.150;+24.250;0
199706120725;00;EMFY;+24.120;+24.250;0
199706120725;00;EMFY;+24.160;+24.260;0
199706120725;00;EMFY;+24.140;+24.240;0
199706120726;00;EMFY;+24.130;+24.240;0
199706120728;00;EMFY;+24.130;+24.230;0
199706120732;01;BOAS;+24.100;+24.200;0
199706120733;00;EMFY;+24.100;+24.200;0
199706120736;01;CHAB;+25.720;+25.750;0
199706120737;00;CHAB;+25.720;+25.740;0
199706120737;00;EMFY;+24.110;+24.210;0
199706120738;00;GBNP;+24.050;+24.150;0
199706120739;00;SCFE;+24.050;+24.150;0
199706120744;00;EMFY;+24.100;+24.200;0
199706120748;00;EMFY;+24.101;+24.201;0
199706120749;00;EMFY;+24.020;+24.120;0
199706120757;00;EMFY;+24.080;+24.180;0
199706120818;01;BGFX;+24.080;+24.180;0
199706120819;00;GBNP;+24.100;+24.200;0
199706120829;00;ABNP;+25.780;+25.800;0
199706120830;00;SBIC;+24.10;+24.20;0
199706120831;00;NWBO;+24.100;+24.102;0
199706120832;00;AIGH;+24.150;+24.250;0
199706120835;00;MBRC;+24.100;+24.200;0
199706120839;00;MBRC;+24.200;+24.300;0
199706120840;00;MBRC;+24.150;+24.250;0
199706120844;00;HKBK;+24.150;+24.250;0
199706120847;00;NWBO;+24.200;+24.203;0
199706120849;00;EMFY;+24.150;+24.250;0
199706120854;00;NWBO;+24.150;+24.152;0
199706120854;00;SHDR;+24.250;+24.350;0
199706120854;00;EMFY;+24.160;+24.260;0
199706120856;00;SHDR;+24.120;+24.220;0
199706120901;00;EMFY;+24.150;+24.250;0
199706120901;00;HSBK;+25.770;+25.790;0
199706120907;00;SCFE;+24.140;+24.240;0
199706120908;00;HKBK;+24.170;+24.270;0
199706120918;00;CBAX;+24.100;+24.300;0
199706120919;00;SCFE;+24.130;+24.230;0
199706120919;00;SCFE;+24.140;+24.240;0
199706120924;01;SCFE;+24.100;+24.200;0
199706120933;00;BBLS;+24.150;+24.250;0
199706120945;00;EMFY;+24.100;+24.200;0
199706121020;00;BATH;+25.775;+25.790;0
199706121022;00;EMFY;+24.110;+24.210;0
199706121049;00;BGFX;+24.110;+24.210;0
199706121106;00;CHIC;+24.150;+24.250;0
199706121202;00;EMFY;+24.150;+24.250;0
199706121209;00;SCEX;+24.100;+24.200;0
199706121219;00;EMFY;+24.180;+24.280;0
199706121219;00;EMFY;+24.170;+24.270;0
199706121220;00;EMFY;+24.180;+24.280;0
199706121220;00;EMFY;+24.190;+24.280;0
199706121220;00;EMFY;+24.180;+24.280;0
199706121220;00;EMFY;+24.190;+24.280;0
199706121220;00;EMFY;+24.180;+24.280;0
199706121224;00;EMFY;+24.190;+24.290;0
199706121248;00;CHIC;+24.250;+24.350;0
199706121300;00;BGFX;+24.250;+24.350;0
199706121306;00;MBNY;+24.250;+24.350;0
199706121330;00;SCFE;+24.150;+24.250;0
199706121330;00;SCFE;+24.100;+24.200;0
199706121330;00;SCFE;+24.100;+24.300;0
199706121331;00;BGFX;+24.150;+24.250;0
199706121332;00;EMFY;+24.180;+24.280;0
199706121341;00;BGFX;+24.180;+24.280;0
199706121342;00;SCFE;+24.070;+24.170;0
199706121416;01;BNSV;+24.070;+24.170;0
199706121423;00;SCEX;+24.050;+24.150;0
199706121424;00;SCFE;+23.950;+24.050;0
199706121441;00;NWBO;+23.950;+23.950;0
199706121443;00;EMFY;+24.000;+24.100;0
199706121539;00;SCEX;+23.950;+24.050;0
199706121640;00;SCEX;+23.880;+23.980;0
199706121806;00;SCEX;+23.800;+23.900;0
199706121831;00;SCEX;+23.750;+23.850;0
199706122156;00;ANZM;+23.700;+23.800;0
199706122226;00;CBAP;+23.750;+23.850;0
199706122250;00;ANZM;+23.710;+23.810;0
199706122301;00;CBAP;+23.760;+23.860;0
199706122341;00;SIME;+23.700;+23.900;0
199706122356;00;ANZM;+23.750;+23.850;0
199706130006;00;MBRC;+23.750;+23.850;0
199706130021;00;ANZS;+23.750;+23.850;0
199706130025;00;HKBK;+23.750;+23.850;0
199706130025;00;HKBK;+23.850;+23.950;0
199706130037;00;GBNP;+23.900;+24.000;0
199706130040;01;GBNP;+23.970;+24.070;0
199706130041;00;CTBT;+25.780;+25.790;0
199706130049;01;MBRC;+23.900;+24.000;0
199706130104;00;MBRC;+24.000;+24.100;0
199706130104;00;BOAS;+24.000;+24.100;0
199706130106;00;HKBK;+24.020;+24.120;0
199706130107;00;GBNP;+24.050;+24.150;0
199706130110;00;INDS;+24.002;+24.102;0
199706130110;00;INDS;+24.020;+24.120;0
199706130111;00;HKBK;+24.040;+24.140;0
199706130112;00;HKBK;+24.050;+24.150;0
199706130113;01;GBNP;+24.100;+24.200;0
199706130114;00;MBRC;+24.100;+24.200;0
199706130114;00;ABNP;+25.782;+25.792;0
199706130114;00;HKBK;+24.150;+24.250;0
199706130114;00;ABNP;+25.780;+25.796;0
199706130116;00;HKBK;+24.180;+24.280;0
199706130118;00;GBNP;+24.200;+24.300;0
199706130125;00;HKBK;+24.250;+24.350;0
199706130128;00;MBRC;+24.300;+24.400;0
199706130129;00;GBNP;+24.300;+24.400;0
199706130131;00;GBNP;+24.350;+24.450;0
199706130132;00;STTA;+25.790;+25.810;0
199706130132;00;HKBK;+24.300;+24.400;0
199706130136;00;GBNP;+24.300;+24.400;0
199706130140;00;CHAB;+25.790;+25.810;0
199706130146;00;SHDR;+24.170;+24.270;0
199706130146;00;HKBK;+24.220;+24.320;0
199706130146;00;SHDR;+24.150;+24.250;0
199706130147;00;BBLS;+24.250;+24.350;0
199706130147;00;SHDR;+24.160;+24.260;0
199706130148;00;SHDR;+24.120;+24.220;0
199706130152;00;CTRD;+24.150;+24.250;0
199706130156;00;GBNP;+24.140;+24.240;0
199706130157;00;AIGH;+24.100;+24.200;0
199706130158;00;SHDR;+24.070;+24.170;0
199706130159;00;GBNP;+24.080;+24.180;0
199706130159;00;SHDR;+24.050;+24.150;0
199706130202;07;AIGH;+24.150;+24.250;0
199706130204;05;ANZS;+24.180;+24.280;0
199706130210;00;ABNP;+25.785;+25.792;0
199706130211;00;ABNP;+25.786;+25.802;0
199706130216;00;MBRC;+24.230;+24.330;0
199706130231;00;MBRC;+24.300;+24.400;0
199706130234;00;AIGH;+24.350;+24.450;0
199706130238;00;AIGH;+24.450;+24.550;0
199706130239;00;TDBB;+25.790;+25.810;0
199706130239;00;AIGH;+24.500;+24.600;0
199706130250;00;HKBK;+24.550;+24.650;0
199706130257;00;BBLT;+25.795;+25.805;0
199706130313;00;INBT;+25.800;+25.810;0
199706130314;00;TMBB;+25.795;+25.805;0
199706130316;00;TDBB;+25.795;+25.805;0
199706130325;01;CTBT;+25.797;+25.807;0
199706130333;00;AIGH;+24.500;+24.700;0
199706130334;00;SCBK;+25.800;+25.805;0
199706130335;00;BBLT;+25.800;+25.810;0
199706130337;00;INDS;+24.500;+24.600;0
199706130343;00;ANZM;+24.500;+24.600;0
199706130412;00;AIGH;+24.600;+24.700;0
199706130415;00;AIGH;+24.650;+24.850;0
199706130416;00;AIGH;+24.500;+24.700;0
199706130436;00;UBRC;+24.400;+24.600;0
199706130457;00;AIGH;+24.300;+24.500;0
199706130512;00;AIGH;+24.000;+24.200;0
199706130513;00;GBNP;+24.100;+24.400;0
199706130513;00;AIGH;+23.900;+24.100;0
199706130514;00;HKBK;+24.180;+24.280;0
199706130521;00;ABNP;+25.780;+25.810;0
199706130521;00;ANZM;+24.150;+24.350;0
199706130527;01;ANZS;+24.190;+24.290;0
199706130531;00;BLBS;+24.200;+24.300;0
199706130541;00;MBRC;+24.200;+24.300;0
199706130559;00;EMFY;+24.200;+24.300;0
199706130610;00;BGFX;+24.250;+24.350;0
199706130611;00;NWBO;+24.200;+24.203;0
199706130619;00;CHIC;+24.300;+24.400;0
199706130624;00;HKBK;+24.350;+24.450;0
199706130626;00;BGFX;+24.350;+24.450;0
199706130710;00;EMFY;+24.350;+24.450;0
199706130711;00;TDBB;+25.790;+25.800;0
199706130711;00;BATH;+25.790;+25.805;0
199706130712;00;TDBB;+25.790;+25.805;0
199706130712;00;TDBB;+25.790;+25.800;0
199706130716;00;SCFE;+24.310;+24.410;0
199706130724;00;ANZS;+24.280;+24.380;0
199706130727;00;BNSV;+24.380;+25.380;0
199706130727;00;SCFE;+24.270;+24.370;0
199706130732;00;HKBK;+24.300;+24.400;0
199706130740;00;BGFX;+24.300;+24.400;0
199706130744;00;NWBO;+24.300;+24.304;0
199706130752;00;CHIC;+24.400;+24.500;0
199706130755;00;HKBK;+24.400;+24.500;0
199706130759;00;BBLS;+24.500;+24.600;0
199706130800;00;BBLS;+24.450;+24.550;0
199706130801;00;NWBO;+24.480;+24.485;0
199706130819;00;SUMS;+24.250;+24.350;0
199706130820;00;SCFE;+24.420;+24.520;0
199706130827;00;UBRC;+24.300;+24.500;0
199706130828;00;AIGH;+24.500;+24.600;0
199706130828;00;UBRC;+24.400;+24.600;0
199706130830;00;AIGH;+24.550;+24.650;0
199706130835;00;HKBK;+24.600;+24.700;0
199706130841;00;HKBK;+24.650;+24.750;0
199706130842;00;HKBK;+24.700;+24.800;0
199706130842;00;NWBO;+24.650;+24.657;0
199706130842;00;NWBO;+24.700;+24.708;0
199706130842;00;HKBK;+24.690;+24.790;0
199706130844;00;BOAS;+24.700;+24.800;0
199706130859;00;BGFX;+24.700;+24.800;0
199706130903;00;BBLS;+24.750;+24.850;0
199706130919;00;CHIC;+24.650;+24.750;0
199706130935;00;AIGH;+24.750;+24.850;0
199706130942;00;SCFE;+24.700;+24.800;0
199706131016;00;EMFY;+24.500;+24.800;0
199706131018;01;SCFE;+24.500;+24.700;0
199706131025;00;SCFE;+24.580;+24.680;0
199706131051;00;SCFE;+24.400;+24.600;0
199706131107;00;SCFE;+24.500;+24.700;0
199706131116;00;BBLT;+25.805;+25.815;0
199706131117;00;SCFE;+24.550;+24.750;0
199706131204;00;SCFE;+24.550;+24.650;0
199706131221;00;BGFX;+24.550;+24.650;0
199706131224;00;SCFE;+24.600;+24.700;0
199706131406;00;NWBO;+24.550;+24.556;0
199706131444;00;SCEX;+23.550;+23.650;0
199706131448;00;SCEX;+23.620;+23.720;0
199706131448;00;SCEX;+24.620;+24.720;0
199706131521;00;SCFE;+24.580;+24.680;0
199706131521;00;SCFE;+24.600;+24.700;0
199706131529;00;SCEX;+24.700;+24.800;0
199706131531;00;SCEX;+24.620;+24.720;0
199706131545;00;SBCN;+24.580;+24.680;0
199706131556;00;SCEX;+23.600;+23.700;0
199706131602;00;SCFE;+24.610;+24.710;0
199706131602;00;SCFE;+24.600;+24.700;0
199706131733;00;MBNY;+24.600;+24.700;0
199706132005;00;SCEX;+24.700;+24.800;0
199706142005;99;SCEX;+24.700;+24.800;0
199706152005;99;SCEX;+24.700;+24.800;0
199706160012;00;MBRC;+24.650;+24.750;0
199706160026;00;BOAS;+24.650;+24.750;0
199706160034;00;HKBK;+24.650;+24.750;0
199706160039;00;ANZS;+24.650;+24.750;0
199706160051;00;BBLS;+24.650;+24.750;0
199706160120;00;HKBK;+24.600;+24.700;0
199706160134;00;AIGH;+24.450;+24.550;0
199706160141;00;HKBK;+24.470;+24.570;0
199706160142;00;ABNP;+25.820;+25.840;0
199706160142;00;AIGH;+24.400;+24.500;0
199706160143;00;HKBK;+24.460;+24.560;0
199706160146;00;CHAB;+25.825;+25.884;0
199706160147;00;HKBK;+24.450;+24.550;0
199706160152;00;AIGH;+24.350;+24.450;0
199706160152;00;HKBK;+24.370;+24.470;0
199706160155;00;AIGH;+24.300;+24.400;0
199706160157;00;HKBK;+24.380;+24.480;0
199706160200;00;HKBK;+24.400;+24.550;0
199706160218;00;ANZS;+24.400;+24.500;0
199706160231;00;INBT;+25.830;+25.840;0
199706160237;00;BOAS;+24.350;+24.400;0
199706160238;00;MBRC;+24.350;+24.450;0
199706160238;00;AIGH;+24.200;+24.300;0
199706160241;00;MBRC;+24.300;+24.400;0
199706160241;00;AIGH;+24.150;+24.250;0
199706160243;00;MBRC;+24.200;+24.300;0
199706160244;00;MBRC;+24.220;+24.320;0
199706160248;00;OUBV;+24.220;+24.230;0
199706160249;00;ANZS;+24.300;+24.400;0
199706160311;00;BBLT;+25.825;+25.835;0
199706160326;00;CTBT;+25.826;+25.834;0
199706160329;00;TDBB;+25.825;+25.835;0
199706160354;00;TMBB;+25.825;+25.832;0
199706160400;00;HSBK;+25.825;+25.835;0
199706160451;00;HKBK;+24.250;+24.350;0
199706160521;00;MBRC;+24.250;+24.350;0
199706160524;00;AIGH;+24.200;+24.300;0
199706160537;00;AIGH;+24.150;+24.250;0
199706160538;00;AIGH;+24.100;+24.200;0
199706160539;00;HKBK;+24.150;+24.250;0
199706160542;00;AIGH;+24.080;+24.180;0
199706160545;00;AIGH;+24.050;+24.150;0
199706160547;00;BGFX;+24.055;+24.155;0
199706160548;00;AIGH;+24.000;+24.100;0
199706160551;00;HKBK;+24.050;+24.150;0
199706160600;00;EMFY;+24.500;+25.150;0
199706160600;01;NWBO;+24.050;+24.051;0
199706160615;00;CHIC;+24.080;+24.180;0
199706160616;00;MBRC;+24.070;+24.170;0
199706160617;01;AIGH;+24.200;+24.300;0
199706160622;00;BGFX;+24.200;+24.300;0
199706160623;00;BOAS;+24.200;+24.300;0
199706160630;00;MBRC;+24.200;+24.300;0
199706160656;00;EMFY;+24.200;+24.300;0
199706160659;00;BGFX;+24.200;+24.300;0
199706160702;00;SCFE;+24.200;+24.300;0
199706160745;00;BNST;+24.200;+24.300;0
199706160811;00;BNSV;+24.200;+24.300;0
199706160811;20;XXXX;+24.200;+24.400;0
199706160832;00;SCFE;+24.230;+24.330;0
199706160846;00;SCFE;+24.200;+24.300;0
199706160859;00;HSBK;+25.830;+25.840;0
199706160902;00;SCFE;+24.220;+24.320;0
199706160905;00;HSBK;+25.835;+25.845;0
199706160909;00;SCFE;+24.230;+24.330;0
199706160909;00;SCFE;+24.220;+24.320;0
199706160910;00;HKBK;+24.220;+24.320;0
199706160946;00;CBAX;+24.200;+24.400;0
199706160947;00;AIGH;+24.250;+24.300;0
199706161032;00;AIGH;+24.180;+24.280;0
199706161047;00;SHDR;+24.250;+24.300;0
199706161051;00;SHDR;+24.200;+24.300;0
199706161110;00;SCFE;+24.210;+24.310;0
199706161110;00;SCFE;+24.220;+24.320;0
199706161218;00;EMFY;+24.100;+24.200;0
199706161219;00;SHDR;+24.150;+24.250;0
199706161219;00;SCFE;+24.190;+24.290;0
199706161256;00;SCFE;+24.150;+24.250;0
199706161337;00;CHIC;+24.000;+24.100;0
199706161338;00;SCFE;+24.030;+24.130;0
199706161401;00;BGFX;+24.030;+24.130;0
199706161446;00;SCFE;+23.980;+24.080;0
199706161512;00;BBNF;+23.950;+24.150;0
199706161845;00;SCEX;+23.900;+24.000;0
199706162108;00;ANZM;+23.900;+24.000;0
199706162152;00;ANZM;+24.000;+24.100;0
199706162355;00;ANZM;+23.950;+24.050;0
199706162357;00;MBRC;+23.950;+24.050;0
199706170020;00;MBRC;+23.900;+24.000;0
199706170020;00;MBRC;+23.930;+24.030;0
199706170026;00;AIGH;+23.880;+23.980;0
199706170028;00;AIGH;+23.850;+23.950;0
199706170029;00;AIGH;+23.830;+23.930;0
199706170030;00;AIGH;+23.800;+23.900;0
199706170035;00;MBRC;+23.850;+23.950;0
199706170037;00;HKBK;+23.850;+23.950;0
199706170039;00;SUMS;+23.920;+24.020;0
199706170041;00;ANZS;+23.920;+24.020;0
199706170046;00;BOAS;+23.830;+23.930;0
199706170054;00;AIGH;+23.750;+23.850;0
199706170055;00;HKBK;+23.730;+23.830;0
199706170108;00;CTBT;+25.820;+25.835;0
199706170108;00;BOAS;+23.750;+23.850;0
199706170110;00;ANZS;+23.750;+23.850;0
199706170111;00;CTBT;+25.815;+25.825;0
199706170113;00;SUMS;+23.720;+23.820;0
199706170114;00;SUMS;+23.690;+23.790;0
199706170117;00;BOAS;+23.700;+23.800;0
199706170117;00;BOAS;+23.650;+23.750;0
199706170125;00;SUMS;+23.750;+23.850;0
199706170130;00;AIGH;+23.630;+23.730;0
199706170131;00;CTBT;+25.790;+25.800;0
199706170132;00;CTBT;+25.787;+25.797;0
199706170133;00;ABNP;+25.790;+25.800;0
199706170149;00;CHAB;+25.790;+25.810;0
199706170155;00;BOAS;+23.700;+23.800;0
199706170205;03;AIGH;+23.600;+23.700;0
199706170207;01;AIGH;+23.580;+23.680;0
199706170208;00;HKBK;+23.580;+23.680;0
199706170210;00;SUMS;+23.660;+23.710;0
199706170210;00;HKBK;+23.600;+23.700;0
199706170212;00;CTRD;+23.600;+23.700;0
199706170213;00;AIGH;+23.550;+23.650;0
199706170214;00;SUMS;+23.550;+23.650;0
199706170217;00;AIGH;+23.500;+23.600;0
199706170221;00;INBT;+25.800;+25.810;0
199706170223;00;BOAS;+23.550;+23.650;0
199706170223;00;AIGH;+23.480;+23.580;0
199706170227;00;AIGH;+23.460;+23.560;0
199706170228;00;SUMS;+23.540;+23.640;0
199706170230;00;GBNP;+23.500;+23.600;0
199706170234;00;BOAS;+23.500;+23.600;0
199706170238;00;BOAT;+25.800;+25.820;0
199706170239;00;BTCO;+23.500;+23.600;0
199706170243;00;ABNP;+25.800;+25.810;0
199706170254;00;HKBK;+23.580;+23.680;0
199706170256;00;NTBB;+25.805;+25.810;0
199706170319;00;NTBB;+25.800;+25.815;0
199706170320;00;NTBB;+25.803;+25.813;0
199706170330;00;TDBB;+25.800;+25.815;0
199706170333;00;MLMA;+23.600;+23.700;0
199706170334;00;ABNP;+25.802;+25.812;0
199706170335;00;BBLT;+25.800;+25.810;0
199706170335;00;CTBT;+25.787;+25.812;0
199706170340;00;BBLT;+25.805;+25.810;0
199706170352;00;TMBB;+25.800;+25.810;0
199706170406;00;ANZM;+23.550;+23.650;0
199706170419;00;AIGH;+23.450;+23.550;0
199706170423;00;AIGH;+23.400;+23.500;0
199706170426;00;AIGH;+23.380;+23.480;0
199706170427;00;AIGH;+23.360;+23.460;0
199706170432;00;ANZM;+23.350;+23.450;0
199706170434;00;HKBK;+23.420;+23.520;0
199706170435;00;BOAS;+23.450;+23.550;0
199706170435;00;ANZS;+23.420;+23.520;0
199706170440;00;SUMS;+23.380;+23.480;0
199706170447;00;UOBX;+23.450;+23.550;0
199706170449;00;ANZM;+23.400;+23.500;0
199706170456;00;ANZM;+23.450;+23.550;0
199706170518;00;AIGH;+23.350;+23.450;0
199706170528;00;BOAS;+23.400;+23.500;0
199706170538;00;SUMS;+23.350;+23.450;0
199706170539;00;SUMS;+23.400;+23.500;0
199706170556;00;MBRC;+23.400;+23.500;0
199706170559;00;ANZM;+23.400;+23.500;0
199706170604;00;HKBK;+23.400;+23.500;0
199706170605;00;CHIC;+23.400;+23.500;0
199706170605;00;AIGH;+23.320;+23.420;0
199706170608;00;CBAX;+23.300;+23.500;0
199706170609;00;AIGH;+23.300;+23.400;0
199706170609;00;ANZM;+23.380;+23.480;0
199706170610;00;AIGH;+23.280;+23.380;0
199706170611;00;AIGH;+23.250;+23.350;0
199706170611;00;SUMS;+23.254;+23.255;0
199706170611;00;SUMS;+23.250;+23.450;0
199706170612;00;AIGH;+23.230;+23.330;0
199706170612;00;EMFY;+23.250;+23.350;0
199706170614;00;AIGH;+23.200;+23.300;0
199706170617;00;HKBK;+23.300;+23.400;0
199706170626;00;ANZS;+23.300;+23.400;0
199706170635;00;SCFE;+23.300;+23.400;0
199706170636;00;MBRC;+23.280;+23.380;0
199706170640;00;SUMS;+23.200;+23.300;0
199706170641;00;HKBK;+23.240;+23.340;0
199706170705;00;AIGH;+23.190;+23.290;0
199706170707;00;HKBK;+23.210;+23.310;0
199706170709;00;BGFX;+23.240;+23.340;0
199706170720;00;SUMS;+23.180;+23.280;0
199706170753;00;SHDR;+23.200;+23.300;0
199706170753;00;ANZS;+23.200;+23.300;0
199706170754;00;AIGH;+23.120;+23.220;0
199706170758;00;HKBK;+23.150;+23.250;0
199706170759;00;EMFY;+23.150;+23.250;0
199706170807;00;BNST;+23.200;+23.300;0
199706170810;00;BGFX;+23.200;+23.300;0
199706170810;00;SCFE;+23.160;+23.260;0
199706170811;00;SCFE;+23.130;+23.230;0
199706170812;00;AIGH;+23.100;+23.200;0
199706170816;00;AIGH;+23.080;+23.180;0
199706170817;00;AIGH;+23.050;+23.150;0
199706170820;00;CTBT;+25.815;+25.825;0
199706170820;00;BOAS;+23.150;+23.200;0
199706170824;00;SCFE;+23.120;+23.220;0
199706170824;00;SCFE;+23.140;+23.240;0
199706170825;00;SHDR;+23.100;+23.200;0
199706170835;00;BNSV;+23.100;+23.300;0
199706170837;00;AIGH;+23.000;+23.100;0
199706170838;00;AIGH;+22.900;+23.000;0
199706170838;00;CHIC;+23.150;+23.250;0
199706170842;00;DBSS;+23.000;+23.200;0
199706170845;00;DBSS;+23.150;+23.250;0
199706170859;00;SCFE;+23.090;+23.190;0
199706170900;00;HKBK;+23.100;+23.200;0
199706170901;01;HKBK;+23.050;+23.150;0
199706170912;00;SCFE;+23.000;+23.100;0
199706170913;00;HKBK;+23.000;+23.100;0
199706170914;00;AIGH;+22.850;+22.950;0
199706170915;00;AIGH;+22.800;+22.900;0
199706170915;00;BATH;+25.817;+25.827;0
199706170916;00;HKBK;+22.750;+22.950;0
199706170919;00;HKBK;+22.880;+23.080;0
199706170919;00;AIGH;+22.750;+22.850;0
199706170920;00;AIGH;+22.700;+22.800;0
199706170920;00;BOAS;+22.850;+23.050;0
199706170920;00;AIGH;+22.650;+22.750;0
199706170920;00;BOAS;+22.800;+22.900;0
199706170920;00;AIGH;+22.600;+22.750;0
199706170921;00;AIGH;+22.500;+22.700;0
199706170923;00;AIGH;+22.500;+22.600;0
199706170924;00;AIGH;+22.700;+22.800;0
199706170931;00;BOAS;+22.700;+22.800;0
199706170934;00;HSBK;+25.820;+25.840;0
199706170935;00;SCFE;+22.700;+22.900;0
199706170941;00;AIGH;+22.800;+23.000;0
199706170944;00;AIGH;+22.750;+22.950;0
199706170946;00;AIGH;+22.700;+22.900;0
199706170947;00;AIGH;+22.650;+22.850;0
199706170952;00;SCFE;+22.750;+22.950;0
199706170956;00;BGFX;+22.800;+22.900;0
199706171004;00;SCFE;+22.700;+23.000;0
199706171004;00;SCFE;+22.800;+22.900;0
199706171004;00;SCFE;+22.800;+23.000;0
199706171013;00;EMFY;+22.800;+23.000;0
